10083399	Travel-Related Cognitive Profiles. A method, system and computer-usable medium for performing cognitive computing operations comprising receiving streams of data from a plurality of data sources; processing the streams of data from the plurality of data sources, the processing the streams of data from the plurality of data sources performing data enriching for incorporation into a cognitive graph; defining a travel-related cognitive persona within the cognitive graph, the travel-related cognitive persona corresponding to an archetype user model, the travel-related cognitive persona comprising a set of nodes in the cognitive graph; associating a user with the travel-related cognitive persona; defining a travel-related cognitive profile within the cognitive graph, the travel-related cognitive profile comprising an instance of the travel-related cognitive persona that references personal data associated with the user; associating the user with the travel-related cognitive profile; and, performing a cognitive computing operation based upon the travel-related cognitive profile associated with the user.
10084165	DETACHABLE STRUCTURE OF BATTERY TO BE ATTACHED TO CASE, AND ELECTRONIC DEVICE. A detachable structure of a battery to be attached to a case includes a wrapping of the battery and a housing of the case. The wrapping wraps the battery and comprises a slit. The housing houses the battery wrapped in the wrapping. The housing is bonded to the wrapping in a part of area.
10084185	CATHODE FOR ALL SOLID-STATE LITHIUM SULFUR BATTERY. A cathode for an all solid-state lithium sulfur battery includes a porous conductive material, which is manufactured from a precursor containing sulfur, and contains the sulfur in a backbone and a sulfur active material, which is injected into pores of the porous conductive material.
10084204	ELECTROLYTE SOLUTION AND SULFUR-BASED OR SELENIUM-BASED BATTERIES INCLUDING THE ELECTROLYTE SOLUTION. An example of an electrolyte solution includes a solvent, a lithium salt, a fluorinated ether, and an additive. The additive is selected from the group consisting of RSxR′, wherein x ranges from 3 to 18, and R—(SnSem)—R, wherein 2<n<8 and 2<m<8. R and R′ are each independently selected from a straight alkyl group having from 1 carbon to 6 carbons or branched alkyl group having from 1 carbon to 6 carbons. The electrolyte solution may be suitable for use in a sulfur-based battery or a selenium-based battery.
10093183	ELECTRIC VEHICLE. In order to limit entry of a fuel cell stack into a passenger compartment by a simple structure, the fuel cell stack is accommodated in an accommodating compartment formed at a rear of a passenger compartment. A force receiving member is arranged forward with respect to the fuel cell stack and below the fuel cell stack so that rearward force acts on the force receiving member at the time of vehicle collision. When the rearward force acting on the force receiving member due to vehicle collision is larger than a predetermined upper limit value, the rearward force is converted into upward force, and the upward force is transmitted to a forward bottom surface of the fuel cell stack, whereby a forward end part of the fuel cell stack is lifted up with respect to a rearward end part of the fuel cell stack upon vehicle collision.
10116152	BATTERY CARTRIDGE, BATTERY CARRIER MODULE, AND BATTERY CHARGING SYSTEM. A battery cartridge, a battery carrier module, and a battery charging system are provided. The battery cartridge includes a carrier case and a dismantable assembly. The battery cartridge has an accommodating space for accommodating a rechargeable battery. The accommodating space has a maximum width and a maximum depth, the rechargeable battery has a predetermined width and a predetermined depth. The dismantable assembly is disposed in the accommodating space of the carrier case. The dismantable assembly includes a width adjustment part and a depth adjustment part. The maximum width and the maximum depth of the accommodating space are respectively greater than the predetermined width and the predetermined depth of the rechargeable battery, and one of the width adjustment part and the depth adjustment part is disposed between the carrier case and the rechargeable battery so as to maintain the relative position between the rechargeable battery and the carrier case.
10118502	TEMPERATURE CONDITIONING UNIT, TEMPERATURE CONDITIONING SYSTEM, AND VEHICLE PROVIDED WITH TEMPERATURE CONDITIONING UNIT. Temperature conditioning unit according to the present invention includes: impeller, electric motor, fan case, and housing. Impeller includes impeller disk and a plurality of rotor blades. The plurality of rotor blades extends in a direction along rotary shaft. Each of the plurality of rotor blades has a cross-sectional circular-arc shape, in a direction intersecting rotary shaft, which is a convex form curving outward toward a direction of rotation of impeller disk. Each of the plurality of rotor blades includes an inner-periphery-side edge located on the rotary shaft side, and an outer-periphery-side edge located on the opposite rotary-shaft side. Housing includes external surface on which fan case is mounted. In the inside of housing, a member to be temperature conditioned is accommodated.
10122044	SEMI-SOLID ELECTRODES WITH GEL POLYMER ADDITIVE. Embodiments described herein relate generally to electrochemical cells having semi-solid electrodes that include a gel polymer additive such that the electrodes demonstrate longer cycle life while significantly retaining the electronic performance of the electrodes and the electrochemical cells formed therefrom. In some embodiments, a semi-solid electrode can include about 20% to about 75% by volume of an active material, about 0.5% to about 25% by volume of a conductive material, and about 20% to about 70% by volume of an electrolyte. The electrolyte further includes about 0.01% to about 1.5% by weight of a polymer additive. In some embodiments, the electrolyte can include about 0.1% to about 0.7% of the polymer additive.
10128511	CATHODE FOR METAL-AIR BATTERY, METHOD OF MANUFACTURING THE SAME, AND METAL-AIR BATTERY COMPRISING THE SAME. The present invention relates to a cathode for a metal-air battery, a method for manufacturing the same, and a metal-air battery including the same. The cathode comprises a needle-shaped core including two or more species of metals selected from the group consisting of nickel, cobalt, manganese, zinc, iron, copper, and chrome, or a cobalt oxide; and a flake-shaped shell including an oxide containing two or more species of metals selected from the group consisting of nickel, cobalt, manganese, zinc, iron, copper, and chrome or a cobalt oxide. As such, the core-shell structure may lead to a reduction in the charge voltage of the metal-air battery as well as the taking of the good capacity characteristics of the transition metal oxide. Further, according to the present invention, the cathode for a metal-air battery may be produced without adding carbon or binder.
10128516	FUEL CELL SYSTEM. A control device for fuel cell includes, comprising a compressor configured to supply cathode gas to a fuel cell, a driving device including at least two compressor driving sources including a drive motor and a driving body using a power source other than the drive motor, the driving device configured to drive the compressor by the driving sources; and a control unit. The control unit configured to control a state of the power source on the basis of an operating state of the fuel cell, and the control unit selects the driving source to be used out of the compressor driving sources on the basis of the state of the power source.
10128666	BATTERY MODULE. A battery module including: a plurality of battery packs each having a plurality of battery banks; a first wire that connects the plurality of battery packs in parallel; and a second wire that connects battery banks of the different battery packs in parallel. A natural balancing operation may be implemented without a complicated circuit configuration.
10135051	BATTERY COMPONENTS COMPRISING FIBERS. Battery components are generally provided. In some embodiments, the battery components can be used as pasting paper and/or capacitance layers for batteries, such as lead acid batteries. The battery components described herein may comprise a plurality of fibers. The battery component may include, in some embodiments, a plurality of fibers and, optionally, one or more additives such as conductive carbon and/or activated carbon. In certain embodiments, the plurality of fibers include relatively coarse glass fibers (e.g., having an average diameter of greater than or equal to 2 microns), relatively fine glass fibers (e.g., having an average diameter of less than 2 microns), and/or fibrillated fibers. In some instances, such fibers may be present in amounts such that the battery component has a particular surface area, mean pore size, and/or dry tensile strength.
10141564	LITHIUM TITANATE STRUCTURES FOR LITHIUM ION BATTERIES FORMED USING ELEMENT SELECTIVE SPUTTERING. A method is provided in which a lithium titanate precursor structure is subjected to element selective sputtering to form a lithium titanate structure including a lithium titanate core and a conformal layer on the lithium titanate core, wherein the conformal layer includes titanium oxide. A method of preparing an electrode for a lithium ion battery, wherein the electrode includes lithium titanate structures, is also provided.
10141569	BATTERY LIFE BY CONTROLLING THE VOLTAGE WINDOW OF THE NEGATIVE ELECTRODE. In an example of a method for improving a life cycle of a battery containing a lithium-silicon negative electrode, the battery is provided. The battery includes a positive electrode; the lithium-silicon negative electrode, which has at least 10% of its capacity attributed to a silicon-based active material; a separator positioned between the positive and negative electrodes; and an electrolyte. The battery is operated within a voltage potential window ranging from about 0.7 V and about 0.07 V versus a lithium reference electrode.
10153476	ELECTRODE TAB PAD PLATE. The present application relates to an electrode tab pad plate, the electrode tab pad plate is of a fork shape, including a joint part and two first fork feet, the two first fork feet are arranged in parallel, and a first gap is provided between the two first fork feet, both the first fork feet are connected with the joint part. The electrode tab pad plate provided by the present application, through gathering the electrode tabs at inner sides of the electrode tab pad plate, so that the electrode tabs are gathered toward the direction away from the battery housing, so as to guarantee the safety performance of the Li-ion battery, since the space occupied by the electrode tab pad plate is small, which facilitates the improvement of the cell capacity, thereby improving the performance of the battery.
10153651	SYSTEMS AND METHODS FOR SERIES BATTERY CHARGING. Systems and methods for charging and discharging a plurality of batteries are described herein. In some embodiments, a system includes a battery module, an energy storage system electrically coupled to the battery module, a power source, and a controller. The energy storage system is operable in a first operating state in which energy is transferred from the energy storage system to the battery module to charge the battery module, and a second operating state in which energy is transferred from the battery module to the energy storage system to discharge the battery module. The power source electrically coupled to the energy storage system and is configured to transfer energy from the power source to the energy storage system based on an amount of stored energy in the energy storage system. The controller is operably coupled to the battery module and is configured to monitor and control a charging state of the battery module.
10158148	DYNAMICALLY CHANGING INTERNAL STATE OF A BATTERY. Techniques for dynamically changing internal state of a battery are described herein. Generally, different battery configurations are described that enable transitions between different battery power states, such as to accommodate different battery charge and/or discharge scenarios.
10160344	MODULAR BATTERY ASSEMBLY. A modular battery assembly includes at least a first battery pack and a second battery pack. Each battery pack includes a container at least partially enclosing a first plurality of electrical storage devices, an attachment mechanism configured to removably attach the first container to a chassis of a vehicle, a mechanical connector, and an electrical connector configured to connect the plurality of electrical storage devices to a control section of the vehicle. The battery pack containers are configured to be removably attached to each other by connection of the mechanical connectors.
10164245	HIGH PERFORMANCE SILICON ELECTRODES HAVING IMPROVED INTERFACIAL ADHESION BETWEEN BINDER, SILICON AND CONDUCTIVE PARTICLES. Methods for making a negative electrode material for use in an electrochemical cell, like a lithium ion battery, are provided. The electroactive material includes a functionalized surface having a grafted reactive group (e.g., an amino group, a carboxyl group, an anhydride group, and the like). The electrically conductive material includes a functionalized surface having a grafted reactive group (e.g., an amino group, a carboxyl group, and the like). The functionalized electroactive material and the functionalized electrically conductive material is admixed and reacted with at least one binder precursor having a reactive group (e.g., an amino group, an anhydride group, and the like). A porous solid electrode material is thus formed. Negative electrodes are also provided, which provide significant performance benefits and reduce the issues associated with capacity fade, diminished electrochemical cell performance, cracking, and short lifespan associated with conventional silicon anode materials.
10170811	THERMOELECTRIC-BASED THERMAL MANAGEMENT OF ELECTRICAL DEVICES. Disclosed embodiments include thermoelectric-based thermal management systems and methods configured to heat and/or cool an electrical device. Thermal management systems can include at least one electrical conductor in electrical and thermal communication with a temperature-sensitive region of the electrical device and at least one thermoelectric device in thermal communication with the at least one electrical conductor. Electric power can be directed to the thermoelectric device by the same electrical conductor or an external power supply, causing the thermoelectric device to provide controlled heating and/or cooling to the electrical device via the at least one electrical conductor.
10181587	SINGLE POUCH BATTERY CELLS AND METHODS OF MANUFACTURE. Apparatus, systems, and methods described herein relate to the manufacture and use of single pouch battery cells. In some embodiments, an electrochemical cell includes a first current collector coupled to a first portion of a pouch, the first current collector having a first electrode material disposed thereon, a second current collector coupled to a second portion of the pouch, the second current collector having a second electrode material disposed thereon, and a separator disposed between the first electrode material and the second electrode material. The first portion of the pouch is coupled to the second portion of the pouch to enclose the electrochemical cell.
10199643	NEGATIVE ELECTRODE FOR LITHIUM-BASED BATTERIES. A negative electrode includes an active material. The active material includes a silicon-based core and a two-dimensional, layered mesoporous carbon coating in continuous contact with the silicon-based core. The two-dimensional, layered mesoporous carbon coating is capable of expanding and contracting with the silicon-based core. The negative electrode also includes a binder.
10199838	BATTERY MODULE HAVING HOLDER. An exemplary embodiment of the present invention provides a battery module including a plurality of rechargeable batteries, a holder defining a plurality of storage spaces for holding the rechargeable batteries in a stacked configuration, a housing for enclosing the holder, and including a first cover and a second cover that face each other and press the holder, and a protective circuit module in the housing and configured to control charging and discharging operations of the rechargeable batteries.
10211452	LITHIUM ION BATTERY COMPONENTS. A lithium ion battery component includes a support selected from the group consisting of a current collector, a negative electrode, and a porous polymer separator. A lithium donor is present i) as an additive with a non-lithium active material in a negative electrode on the current collector, or ii) as a coating on at least a portion of the negative electrode, or iii) as a coating on at least a portion of the porous polymer separator. The lithium donor has a formula selected from the group consisting of Li8-yMyP4, wherein M is Fe, V, or Mn and wherein y ranges from 1 to 4; Li10-yTiyP4, wherein y ranges from 1 to 2; LixP, wherein 0<x≦3; and Li2CuP.
10223649	SYSTEM AND METHOD OF MULTI-OBJECTIVE OPTIMIZATION FOR TRANSPORTATION ARRANGEMENT. A technology for multi-objective optimization is provided. In accordance with one aspect, historical data and real-time data of a network of interest are provided in an integrated database. User input containing a problem to be solved and user preference for solving the problem is received. An optimization function is identified for generating at least one solution to the problem. The optimization function is identified based on the user preference. In response to identifying a single objective optimization function, the optimization function is initiated from a single objective optimization function library. In response to identifying a multi-objective optimization function, the optimization function is initiated from a multi-objective optimization function library. The optimization function retrieves the historical and real-time data based on the user preference for solving the problem. A result comprising at least one solution to the problem is provided.
10229117	SYSTEMS AND METHODS FOR CONDUCTING A HIGHLY AUTONOMOUS TECHNOLOGY-ASSISTED REVIEW CLASSIFICATION. Systems and methods for classifying electronic information are provided by way of a Technology-Assisted Review (“TAR”) process, specifically an “Auto-TAR” process that limits discretionary choices in an information classification effort, while still achieving superior results. In certain embodiments, Auto-TAR selects an initial relevant document from a document collection, selects a number of other documents from the document collection and assigns them a default classification, trains a classifier using a training set made up of the selected relevant document and the documents assigned a default classification, scores documents in the document collection and determines if a stopping criteria is met. If a stopping criteria has not been met, the process sorts the documents according to scores, selects a batch of documents from the collection for further review, receives user coding decisions for them, and re-trains a classifier using the received user coding decisions and an adjusted training set.
10230083	TRACTION BATTERY RETENTION ASSEMBLY. An exemplary traction battery retention assembly includes an attachment feature formed with a portion of an enclosure that houses a battery array. The attachment feature is sized such that a portion of the attachment feature can be received within an attachment feature of the battery array to hold the battery array within the enclosure. Another exemplary traction battery retention assembly includes a projection from an outer wall of a battery array. An attachment feature is formed with a portion of an enclosure that houses the battery array and includes an overhang surface to a surface of the projection to hold the array relative to the enclosure. Yet another traction battery pack assembly includes an enclosure of a battery pack that is formed together with a rib having sides extending to an end face. The rib extends to a structure housed within the enclosure.
10230128	DAMAGE TOLERANT BATTERIES. Embodiments described herein relate generally to electrochemical cells having semi-solid electrodes that have damage tolerance, and in particular, are tolerant to physical damage due to short circuit, crushing, or overheating. In some embodiments, an electrochemical cell includes a positive electrode, a negative electrode and an ion-permeable membrane separating the positive electrode and the negative electrode. At least one of the positive electrode and the negative electrode can include a semi-solid ion-storing redox composition which has a thickness of at least about 250 μm. The electrochemical cell can have a first operating voltage in a first planar configuration and a second operating voltage in a second non-planar configuration such that the first operating voltage and the second operating voltage are substantially similar. In some embodiments, the electrochemical cell has a bend axis such that the electrochemical cell is bent about the bend axis in the second non-planar configuration.
10242001	SYSTEMS AND METHODS FOR CONDUCTING AND TERMINATING A TECHNOLOGY-ASSISTED REVIEW. Systems and methods are provided for classifying electronic information and terminating a classification process which utilizes Technology-Assisted Review (“TAR”) techniques. In certain embodiments, the TAR process, which is an iterative process, is terminated based upon one more stopping criteria. In certain embodiments, use of the stopping criteria ensures that the TAR process will reliably achieve a level of quality (e.g., recall) with a certain probability. In certain embodiments, the TAR process is terminated when it independently identifies a target set of documents. In certain embodiments, the TAR process is terminated based upon whether the ratio of the slope of the TAR process's gain curve before an inflection point to the slope of the TAR process' gain curve after the inflection point exceeds a threshold. In certain embodiments, the TAR process is terminated when a review budget and slope ratio of the gain curve each exceed a respective threshold.
10242093	METHOD AND SYSTEM FOR PERFORMING A PROBABILISTIC TOPIC ANALYSIS OF SEARCH QUERIES FOR A CUSTOMER SUPPORT SYSTEM. A method and system uses a probabilistic topic model to identify topics that are relevant search query terms received by a customer support system from a user, according to one embodiment. The probabilistic topic model identifies topics that are relevant to the search query terms at least partially based on the context around the receipt of the search query terms, according to one embodiment. By identifying relevant topics at least partially based on the context around the receipt of the search query terms, a likelihood of inaccurately identifying a relevant topic is reduced, according to one embodiment.
10243202	POLYMERS FOR USE AS PROTECTIVE LAYERS AND OTHER COMPONENTS IN ELECTROCHEMICAL CELLS. Electrode structures and electrochemical cells are provided. The electrode structures and/or electrochemical cells described herein may include one or more protective layers comprising a polymer layer and/or a gel polymer electrolyte layer. The polymer layer may be formed from the copolymerization of an olefinic monomer comprising at least one electron withdrawing group and an olefinic comonomer comprising at least one electron donating group. Methods for forming polymer layers are also provided.
10243241	LITHIUM ION BATTERY WITH TRANSITION METAL ION TRAPS. A lithium ion battery is provided that includes: a positive electrode; a negative electrode; a microporous polymer separator soaked in an electrolyte solution, the microporous polymer separator disposed between the positive electrode and the negative electrode; and a transition metal cation trap which is i) incorporated as a binder in any of the positive electrode or the negative electrode, ii) deposited onto a surface of any of the positive electrode or the negative electrode, iii) incorporated into the microporous polymer separator, iv) deposited onto a surface of the microporous polymer separator, or v) included as an additive in the electrolyte solution. The transition metal cation trap is a siderophore.
10253051	PREPARATION OF TITANIUM CATECHOLATE COMPLEXES IN AQUEOUS SOLUTION USING TITANIUM TETRACHLORIDE OR TITANIUM OXYCHLORIDE. Titanium coordination complexes, particularly titanium catecholate complexes, can be attractive active materials for use in flow batteries. However, such coordination complexes can be difficult to prepare from inexpensive starting materials, particularly in aqueous solutions. Titanium oxychloride and titanium tetrachloride represent relatively inexpensive titanium sources that can be used for preparing such coordination complexes. Methods for preparing titanium catecholate complexes can include combining one or more catecholate ligands and titanium oxychloride in an aqueous solution, and reacting the one or more catecholate ligands with the titanium oxychloride in the aqueous solution to form the titanium catecholate complex. Titanium tetrachloride can be used as a precursor for forming the titanium oxychloride in situ. In some instances, the titanium catecholate complex can be isolated in a solid form, which can be substantially free of alkali metal ions.
10268956	METHOD AND SYSTEM FOR APPLYING PROBABILISTIC TOPIC MODELS TO CONTENT IN A TAX ENVIRONMENT TO IMPROVE USER SATISFACTION WITH A QUESTION AND ANSWER CUSTOMER SUPPORT SYSTEM. A method and system applies a probabilistic topic model to content in a tax environment to improve user satisfaction with a question and answer customer support system, according to one embodiment. The probabilistic topic model may be the Latent Dirichlet allocation algorithm or other implementations of probabilistic topic models, according to various embodiments. The method and system include receiving submission content from a user, according to one embodiment. The method and system include applying a probabilistic topic model to the submission content to determine submission content topics and submission content statistics, according to one embodiment. The method and system include generating and providing customer support content at least partially based on the submission content topics and at least partially based on the submission content statistics, to facilitate use of the question and answer customer support system by the user, according to one embodiment.
10270141	THERMOELECTRIC-BASED THERMAL MANAGEMENT SYSTEM. Disclosed embodiments include thermoelectric-based thermal management systems and methods configured to heat and/or cool an electrical device. Thermal management systems can include at least one electrical conductor in electrical and thermal communication with a temperature-sensitive region of the electrical device and at least one thermoelectric device in thermal communication with the at least one electrical conductor. Electric power can be directed to the thermoelectric device by the same electrical conductor or an external power supply, causing the thermoelectric device to provide controlled heating and/or cooling to the electrical device via the at least one electrical conductor. The thermoelectric management system can be integrated with the management system of the electrical device on a printed circuit substrate.
10283804	FLANGE ASSEMBLY FOR USE WITH A SOLID OXIDE FUEL CELL SYSTEM. A flange assembly for use with a SOFC system includes a first flange, a second flange, and a dielectric element coupled between the first flange and the second flange. The dielectric element includes an outer cylindrical surface and an inner cylindrical surface. The inner cylindrical surface defines a cylindrical region having a circumference. The inner cylindrical surface also defines a channel that extends radially about the circumference of the cylindrical region.
10290855	NEGATIVE ELECTRODE FOR ELECTRICAL DEVICE, AND ELECTRICAL DEVICE USING THE SAME. A negative electrode for an electrical device includes: a current collector; and an electrode layer containing a negative electrode active material, an electrically-conductive auxiliary agent and a binder and formed on a surface of the current collector, wherein the negative electrode active material contains an alloy represented by a following formula (1): SixZnyMzAa (in the formula (1) M is at least one metal selected from the group consisting of V, Sn, Al, C and combinations thereof, A is inevitable impurity, and x, y, z and a represent mass percent values and satisfy 0<x<100, 0<y<100, 0<z<100, 0≦a<0.5 and x+y+z+a=100), and elongation (δ) of the electrode layer is 1.29<δ<1.70%.
10290895	GARNET MATERIALS FOR LI SECONDARY BATTERIES AND METHODS OF MAKING AND USING GARNET MATERIALS. Set forth herein are garnet material compositions, e.g., lithium-stuffed garnets and lithium-stuffed garnets doped with alumina, which are suitable for use as electrolytes and catholytes in solid state battery applications. Also set forth herein are lithium-stuffed garnet thin films having fine grains therein. Disclosed herein are novel and inventive methods of making and using lithium-stuffed garnets as catholytes, electrolytes and/or anolytes for all solid state lithium rechargeable batteries. Also disclosed herein are novel electrochemical devices which incorporate these garnet catholytes, electrolytes and/or anolytes. Also set forth herein are methods for preparing novel structures, including dense thin (<50 um) free standing membranes of an ionically conducting material for use as a catholyte, electrolyte, and, or, anolyte, in an electrochemical device, a battery component (positive or negative electrode materials), or a complete solid state electrochemical energy storage device. Also, the methods set forth herein disclose novel sintering techniques, e.g., for heating and/or field assisted (FAST) sintering, for solid state energy storage devices and the components thereof.
10296837	COMMENT-COMMENT AND COMMENT-DOCUMENT ANALYSIS OF DOCUMENTS. A system and method for analyzing documents, such as posts, on-line reviews and comments from people based on topics of the documents, to determine general sentiment of users is disclosed. Topics from the documents and their corresponding sentiment polarities are extracted. The documents are regarded to be constituted by a series of topics. The sentiment for a topic is represented by a quadruple (k, so, h, i), where k is the topic, so is the sentiment opinion, h is the comment or post holder, and i is the document. A quintuple (k, sup, p, n, ne) is used to illustrate the topics and corresponding sentiments and is stored in S, where sup indicates the frequency of the topic, and p (positive), n (negative) and ne (neutral) are different types of opinions of the users. From the quintuple set S, every topic is related to three kinds of sentiment opinions (positive, negative, and neutral), enabling determination of popular topics in documents as well as the users' sentiment polarities.
10308587	FUNCTIONALIZED FLUOROPOLYMERS AND ELECTROLYTE COMPOSITIONS. Provided herein are functionally substituted fluoropolymers suitable for use in liquid and solid non-flammable electrolyte compositions. The functionally substituted fluoropolymers include perfluoropolyethers (PFPEs) having high ionic conductivity. Also provided are non-flammable electrolyte compositions including functionally substituted PFPEs and alkali-metal ion batteries including the non-flammable electrolyte compositions.
10312501	ELECTROLYTE AND NEGATIVE ELECTRODE STRUCTURE. An example electrolyte includes a solvent, a lithium salt, and an additive selected from the group consisting of a silane with at least one Si—H group; a fluorinated methoxysilane; a fluorinated chlorosilane; and combinations thereof. The electrolyte may be used in a method for making a solid electrolyte interface (SEI) layer on a surface of a lithium electrode. A negative electrode structure may be formed from the method.
